vehicle_id,step,t,command_x_global,command_y,command_v,command_a,realized_x_global,realized_y,realized_v,result
p16_16001_on_ramp_0000,43,4.3,6855.040000000001,-3.5,17.199999999999996,4.0,6855.040000000001,-3.5,17.199999999999996,matched
MV_ACTIVE,44,4.4,6952.950483982516,-3.5,27.603965007286007,0.9983479136308304,6952.950483982516,-3.5,27.603965007286007,matched
p16_16001_on_ramp_0000,44,4.4,6856.800000000001,-3.5,17.599999999999994,4.0,6856.800000000001,-3.5,17.599999999999994,matched
MV_ACTIVE,45,4.5,6955.720464623215,-3.5,27.69980640699457,0.9584139970855973,6955.720464623215,-3.5,27.69980640699457,matched
p16_16001_on_ramp_0000,45,4.5,6858.600000000001,-3.5,17.999999999999993,4.0,6858.600000000001,-3.5,17.999999999999993,matched
MV_ACTIVE,46,4.6,6954.499646038286,-3.5,27.791814150714785,0.9200774372021727,6954.499646038286,-3.5,27.791814150714785,matched
p16_16001_on_ramp_0000,46,4.6,6860.440000000001,-3.5,18.39999999999999,4.0,6860.440000000001,-3.5,18.39999999999999,matched
MV_ACTIVE,47,4.7,6953.287660196755,-3.5,27.880141584686193,0.883274339714086,6953.287660196755,-3.5,27.880141584686193,matched
p16_16001_on_ramp_0000,47,4.7,6862.3200000000015,-3.5,18.79999999999999,4.0,6862.3200000000015,-3.5,18.79999999999999,matched
MV_ACTIVE,48,4.8,6956.084153788885,-3.5,27.964935921298746,0.8479433661255229,6956.084153788885,-3.5,27.964935921298746,matched
p16_16001_on_ramp_0000,48,4.8,6864.240000000002,-3.5,19.19999999999999,4.0,6864.240000000002,-3.5,19.19999999999999,matched
MV_ACTIVE,49,4.9,6954.888787637329,-3.5,28.046338484446796,0.8140256314805016,6954.888787637329,-3.5,28.046338484446796,matched
p16_16001_on_ramp_0000,49,4.9,6866.200000000002,-3.5,19.599999999999987,4.0,6866.200000000002,-3.5,19.599999999999987,matched
MV_ACTIVE,50,5.0,6953.701236131836,-3.5,28.124484945068925,0.7814646062212817,6953.701236131836,-3.5,28.124484945068925,matched
p16_16001_on_ramp_0000,50,5.0,6868.200000000002,-3.5,19.999999999999986,4.0,6868.200000000002,-3.5,19.999999999999986,matched
MV_ACTIVE,51,5.1,6956.521186686562,-3.5,28.199505547266167,0.75020602197243,6956.521186686562,-3.5,28.199505547266167,matched
p16_16001_on_ramp_0000,51,5.1,6870.240000000002,-3.5,20.399999999999984,4.0,6870.240000000002,-3.5,20.399999999999984,matched
MV_ACTIVE,52,5.2,6955.348339219099,-3.5,28.27152532537552,0.7201977810935333,6955.348339219099,-3.5,28.27152532537552,matched
p16_16001_on_ramp_0000,52,5.2,6872.318400000002,-3.5,20.783999999999985,3.8400000000000065,6872.318400000002,-3.5,20.783999999999985,matched
MV_ACTIVE,53,5.3,6954.182405650336,-3.5,28.3406643123605,0.6913898698497918,6954.182405650336,-3.5,28.3406643123605,matched
p16_16001_on_ramp_0000,53,5.3,6874.433664000002,-3.5,21.152639999999984,3.686400000000006,6874.433664000002,-3.5,21.152639999999984,matched
MV_ACTIVE,54,5.4,6953.023109424322,-3.5,28.40703773986608,0.6637342750558006,6953.023109424322,-3.5,28.40703773986608,matched
p16_16001_on_ramp_0000,54,5.4,6876.5843174400015,-3.5,21.506534399999985,3.5389440000000065,6876.5843174400015,-3.5,21.506534399999985,matched
MV_ACTIVE,55,5.5,6955.870185047349,-3.5,28.470756230271437,0.637184904053568,6955.870185047349,-3.5,28.470756230271437,matched
p16_16001_on_ramp_0000,55,5.5,6878.768944742402,-3.5,21.846273023999984,3.397386240000006,6878.768944742402,-3.5,21.846273023999984,matched
MV_ACTIVE,56,5.6,6954.723377645455,-3.5,28.53192598106058,0.6116975078914252,6954.723377645455,-3.5,28.53192598106058,matched
p16_16001_on_ramp_0000,56,5.6,6880.986186952706,-3.5,22.172422103039985,3.2614907904000066,6880.986186952706,-3.5,22.172422103039985,matched
MV_ACTIVE,57,5.7,6953.582442539637,-3.5,28.59064894181816,0.5872296075757675,6953.582442539637,-3.5,28.59064894181816,matched
p16_16001_on_ramp_0000,57,5.7,6883.2347394745975,-3.5,22.485525218918387,3.1310311587840065,6883.2347394745975,-3.5,22.485525218918387,matched
MV_ACTIVE,58,5.8,6956.447144838051,-3.5,28.647022984145433,0.5637404232727363,6956.447144838051,-3.5,28.647022984145433,matched
p16_16001_on_ramp_0000,58,5.8,6885.513349895614,-3.5,22.78610421016165,3.0057899124326455,6885.513349895614,-3.5,22.78610421016165,matched
MV_ACTIVE,59,5.9,6955.317259044529,-3.5,28.701142064779617,0.5411908063418267,6955.317259044529,-3.5,28.701142064779617,matched
p16_16001_on_ramp_0000,59,5.9,6887.8208158997895,-3.5,23.074660041755184,2.88555831593534,6887.8208158997895,-3.5,23.074660041755184,matched
